"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","core_enrichment_symbol"
"hsa04660","T cell receptor signaling pathway",98,0.418599609595963,1.70738281699841,0.000412307018704098,0.000808316467536181,0.00196207506707871,2422,"tags=29%, list=13%, signal=25%","3458/926/925/5133/3932/5293/917/916/1493/915/27040/9402/5788/7409/959/5777/920/3702/7535/919/5588/2885/84433/3937/10125/4775/5603/5058","IFNG, CD8B, CD8A, PDCD1, LCK, PIK3CD, CD3G, CD3E, CTLA4, CD3D, LAT, GRAP2, PTPRC, VAV1, CD40LG, PTPN6, CD4, ITK, ZAP70, CD247, PRKCQ, GRB2, CARD11, LCP2, RASGRP1, NFATC3, MAPK13, PAK1"
"hsa04620","Toll-like receptor signaling pathway",88,0.416436395307662,1.68001401263519,0.000407522343656792,0.000803041925438699,0.00196207506707871,2447,"tags=31%, list=13%, signal=27%","51311/51284/7096/6352/4283/5293/10333/7100/3593/929/6772/3456/9641/3627/6373/3929/3663/942/23643/7099/4615/7097/941/114609/841/5603/51135","TLR8, TLR7, TLR1, CCL5, CXCL9, PIK3CD, TLR6, TLR5, IL12B, CD14, STAT1, IFNB1, IKBKE, CXCL10, CXCL11, LBP, IRF5, CD86, LY96, TLR4, MYD88, TLR2, CD80, TIRAP, CASP8, MAPK13, IRAK4"
"hsa05310","Asthma",20,0.687640007449654,2.0370219591764,0.000421094045877056,0.000824007151054684,0.00196299480032913,2531,"tags=65%, list=14%, signal=56%","959/3109/3111/2207/6037/3108/3122/3113/3117/3115/3118/3112/3123","CD40LG, HLA-DMB, HLA-DOA, FCER1G, RNASE3, HLA-DMA, HLA-DRA, HLA-DPA1, HLA-DQA1, HLA-DPB1, HLA-DQA2, HLA-DOB, HLA-DRB1"
"hsa05332","Graft-versus-host disease",37,0.54918413178518,1.89222277904543,0.000451028879291802,0.000875270131774838,0.0020604898275015,2682,"tags=54%, list=15%, signal=46%","3458/3002/5551/3824/356/3109/3111/3821/942/3108/3122/3113/3117/3115/3118/941/3804/3112/3123/3558","IFNG, GZMB, PRF1, KLRD1, FASLG, HLA-DMB, HLA-DOA, KLRC1, CD86, HLA-DMA, HLA-DRA, HLA-DPA1, HLA-DQA1, HLA-DPB1, HLA-DQA2, CD80, KIR2DL3, HLA-DOB, HLA-DRB1, IL2"
"hsa04640","Hematopoietic cell lineage",89,0.425681152277244,1.72881882482947,0.000479891575672479,0.000921103365874089,0.00214935958557127,2081,"tags=45%, list=11%, signal=40%","952/2056/1378/2811/926/925/914/1380/917/3581/2209/916/1379/915/3684/945/929/1441/1436/920/3109/921/3111/951/2322/930/3676/3108/3122/3113/1438/3117/2208/3115/3118/3559/933/924/2323/2814","CD38, EPO, CR1, GP1BA, CD8B, CD8A, CD2, CR2, CD3G, IL9R, FCGR1A, CD3E, CR1L, CD3D, ITGAM, CD33, CD14, CSF3R, CSF1R, CD4, HLA-DMB, CD5, HLA-DOA, CD37, FLT3, CD19, ITGA4, HLA-DMA, HLA-DRA, HLA-DPA1, CSF2RA, HLA-DQA1, FCER2, HLA-DPB1, HLA-DQA2, IL2RA, CD22, CD7, FLT3LG, GP5"
"hsa05217","Basal cell carcinoma",55,-0.592472100308883,-1.72876538180058,0.000521972806380255,0.000989202815945378,0.00229287649766226,4601,"tags=51%, list=25%, signal=38%","10912/8321/7481/8326/1499/4616/374654/1026/8323/7483/64399/6469/1647/7473/7482/6608/650/8325/2737/8313/8322/8324/652/2736/2735/11211/54361/83439","GADD45G, FZD1, WNT11, FZD9, CTNNB1, GADD45B, KIF7, CDKN1A, FZD6, WNT9A, HHIP, SHH, GADD45A, WNT3, WNT2B, SMO, BMP2, FZD8, GLI3, AXIN2, FZD4, FZD7, BMP4, GLI2, GLI1, FZD10, WNT4, TCF7L1"
"hsa04145","Phagosome",144,0.372369583814978,1.58307437020253,0.000562944195602645,0.00103960325781345,0.00242619444778101,2840,"tags=33%, list=15%, signal=28%","4353/1536/245972/2215/11151/30835/2209/4688/3689/2214/10333/3684/929/1520/4481/653361/3109/81035/8685/64581/3111/4689/2213/3108/3122/3113/9103/4360/10312/3117/3115/7099/3118/2212/7097/338382/3112/1535/155066/4074/3123/523/8417/526/535/200576/60/6891","MPO, CYBB, ATP6V0D2, FCGR3B, CORO1A, CD209, FCGR1A, NCF2, ITGB2, FCGR3A, TLR6, ITGAM, CD14, CTSS, MSR1, NCF1, HLA-DMB, COLEC12, MARCO, CLEC7A, HLA-DOA, NCF4, FCGR2B, HLA-DMA, HLA-DRA, HLA-DPA1, FCGR2C, MRC1, TCIRG1, HLA-DQA1, HLA-DPB1, TLR4, HLA-DQA2, FCGR2A, TLR2, RAB7B, HLA-DOB, CYBA, ATP6V0E2, M6PR, HLA-DRB1, ATP6V1A, STX7, ATP6V1B2, ATP6V0A1, PIKFYVE, ACTB, TAP2"
"hsa04064","NF-kappa B signaling pathway",102,0.39017104129983,1.58005344351147,0.000613324043087515,0.00111477397223539,0.00259437265789456,2468,"tags=30%, list=13%, signal=26%","6366/6357/3932/10673/8792/4050/5579/27040/6850/929/959/695/7535/6363/4049/3929/23643/128178/29760/7099/4615/5588/4067/84433/114609/472/6387/142/51135/5336/7188","CCL21, CCL13, LCK, TNFSF13B, TNFRSF11A, LTB, PRKCB, LAT, SYK, CD14, CD40LG, BTK, ZAP70, CCL19, LTA, LBP, LY96, EDARADD, BLNK, TLR4, MYD88, PRKCQ, LYN, CARD11, TIRAP, ATM, CXCL12, PARP1, IRAK4, PLCG2, TRAF5"
"hsa05150","Staphylococcus aureus infection",70,0.461647807966236,1.77083817424936,0.000688105403868437,0.00122844738555928,0.00280674572630547,2531,"tags=53%, list=14%, signal=46%","3860/2359/5724/3683/2215/2209/3689/2214/5340/714/3684/713/719/2357/6404/3109/3111/712/2358/2213/3108/3122/8689/3113/717/9103/3117/3115/3118/2212/1675/727/2266/3112/25984/3872/3123","KRT13, FPR3, PTAFR, ITGAL, FCGR3B, FCGR1A, ITGB2, FCGR3A, PLG, C1QC, ITGAM, C1QB, C3AR1, FPR1, SELPLG, HLA-DMB, HLA-DOA, C1QA, FPR2, FCGR2B, HLA-DMA, HLA-DRA, KRT36, HLA-DPA1, C2, FCGR2C, HLA-DQA1, HLA-DPB1, HLA-DQA2, FCGR2A, CFD, C5, FGG, HLA-DOB, KRT23, KRT17, HLA-DRB1"
"hsa04080","Neuroactive ligand-receptor interaction",219,-0.44273708395161,-1.45331508770193,0.000683418605730239,0.00122163249497581,0.00280674572630547,2422,"tags=31%, list=13%, signal=27%","183/7200/2690/56288/3269/1143/2904/9340/1906/5179/2915/4922/57053/623/2564/2894/90226/1138/5745/6863/1392/5021/2847/152/5733/2893/2642/1901/147/624/3356/150/2918/6915/256933/10886/2899/554/885/9568/5540/1395/4886/6869/680/2846/1131/55879/187/3355/185/1910/151/796/10203/1903/1909/6752/117/59350/6750/7432/3352/552/4889/2563/9002","AGT, TRH, GHR, PARD3, HRH1, CHRNB4, GRIN2B, GLP2R, EDN1, PENK, GRM5, NTS, CHRNA10, BDKRB1, GABRE, GRID1, UCN2, CHRNA5, PTH1R, TAC1, CRH, OXTR, MCHR1, ADRA2C, PTGER3, GRIA4, GCGR, S1PR1, ADRA1B, BDKRB2, HTR2A, ADRA2A, GRM8, TBXA2R, NPB, NPFFR2, GRIK3, AVPR2, CCK, GABBR2, NPY4R, CRHR2, NPY1R, TACR1, BRS3, LPAR4, CHRM3, GABRQ, APLNR, HTR1F, AGTR1, EDNRB, ADRA2B, CALCA, CALCRL, S1PR3, EDNRA, SSTR2, ADCYAP1R1, RXFP1, SST, VIP, HTR1D, AVPR1A, NPY5R, GABRD, F2RL3"
"hsa04927","Cortisol synthesis and secretion",57,-0.576810903312112,-1.69127938649019,0.000783636247348248,0.00135425452340011,0.00314033362279908,2785,"tags=47%, list=15%, signal=40%","3777/23236/6770/5151/468/9586/1589/183/2767/8622/776/5332/8913/111/5087/3776/112/108/3164/196883/8912/90993/3949/185/775/107/779","KCNK3, PLCB1, STAR, PDE8A, ATF4, CREB5, CYP21A2, AGT, GNA11, PDE8B, CACNA1D, PLCB4, CACNA1G, ADCY5, PBX1, KCNK2, ADCY6, ADCY2, NR4A1, ADCY4, CACNA1H, CREB3L1, LDLR, AGTR1, CACNA1C, ADCY1, CACNA1S"
"hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",87,0.419203497802802,1.69356635063176,0.000920373837262468,0.00156363390732015,0.00362470277106997,2410,"tags=29%, list=13%, signal=25%","3458/5133/3932/5293/917/238/916/915/27040/5777/6772/920/7535/10538/3717/919/7099/4615/5588/7097/29126/114609/10125/4775/5603","IFNG, PDCD1, LCK, PIK3CD, CD3G, ALK, CD3E, CD3D, LAT, PTPN6, STAT1, CD4, ZAP70, BATF, JAK2, CD247, TLR4, MYD88, PRKCQ, TLR2, CD274, TIRAP, RASGRP1, NFATC3, MAPK13"
"hsa04612","Antigen processing and presentation",68,0.422882782810969,1.61090132732614,0.00105193044301206,0.00174416471354111,0.00407259422183082,2328,"tags=40%, list=13%, signal=35%","3458/926/925/4261/3822/3824/8302/3805/1520/920/3109/3111/3823/3821/5641/3108/1508/3122/3113/3117/972/3115/3118/5993/3804/3112/5721","IFNG, CD8B, CD8A, CIITA, KLRC2, KLRD1, KLRC4, KIR2DL4, CTSS, CD4, HLA-DMB, HLA-DOA, KLRC3, KLRC1, LGMN, HLA-DMA, CTSB, HLA-DRA, HLA-DPA1, HLA-DQA1, CD74, HLA-DPB1, HLA-DQA2, RFX5, KIR2DL3, HLA-DOB, PSME2"
"hsa05146","Amoebiasis",94,-0.507525513090048,-1.56337016564024,0.00113198277567525,0.00184505313204609,0.00430947828634263,2685,"tags=37%, list=15%, signal=32%","2774/1286/4790/3553/22798/3569/2767/3909/7042/5332/5747/2920/1285/909/7414/1278/3315/3918/3908/3913/3915/3911/7043/4843/1281/3912/384/9630/8503/3910/1277/1284/107/1282/10319","GNAL, COL4A4, NFKB1, IL1B, LAMB4, IL6, GNA11, LAMA3, TGFB2, PLCB4, PTK2, CXCL2, COL4A3, CD1A, VCL, COL1A2, HSPB1, LAMC2, LAMA2, LAMB2, LAMC1, LAMA5, TGFB3, NOS2, COL3A1, LAMB1, ARG2, GNA14, PIK3R3, LAMA4, COL1A1, COL4A2, ADCY1, COL4A1, LAMC3"
"hsa04520","Adherens junction",69,-0.531893316866451,-1.58438179625412,0.00125081779751722,0.0020011138526531,0.00468382160588846,3699,"tags=38%, list=20%, signal=30%","1499/29119/5881/2064/4008/5819/8976/5818/25945/10458/3480/5792/56288/10580/999/5797/7414/2260/7525/10810/3643/7082/83439/6615/6591/5787","CTNNB1, CTNNA3, RAC3, ERBB2, LMO7, NECTIN2, WASL, NECTIN1, NECTIN3, BAIAP2, IGF1R, PTPRF, PARD3, SORBS1, CDH1, PTPRM, VCL, FGFR1, YES1, WASF3, INSR, TJP1, TCF7L1, SNAI1, SNAI2, PTPRB"
"hsa04925","Aldosterone synthesis and secretion",88,-0.516724325585535,-1.57849102609661,0.00131618945175333,0.00208249298438407,0.00484911903277542,2997,"tags=34%, list=16%, signal=29%","481/468/9586/1589/183/2767/5587/776/51305/4929/5332/8913/477/57172/111/112/108/3164/196883/8912/4881/816/90993/3949/482/5138/185/775/107/779","ATP1B1, ATF4, CREB5, CYP21A2, AGT, GNA11, PRKD1, CACNA1D, KCNK9, NR4A2, PLCB4, CACNA1G, ATP1A2, CAMK1G, ADCY5, ADCY6, ADCY2, NR4A1, ADCY4, CACNA1H, NPR1, CAMK2B, CREB3L1, LDLR, ATP1B2, PDE2A, AGTR1, CACNA1C, ADCY1, CACNA1S"
"hsa04658","Th1 and Th2 cell differentiation",84,0.424683454792534,1.66043139489286,0.00138285040281895,0.00214448655183292,0.00488520939030325,3119,"tags=46%, list=17%, signal=39%","3458/3932/917/3560/916/915/27040/3594/3593/3561/6772/3718/920/3109/7535/3111/30009/3108/3717/3122/3113/3117/919/3115/2625/3118/5588/3559/6775/3112/4775/3516/5603/3123/3558/7297/4853/6776/3551","IFNG, LCK, CD3G, IL2RB, CD3E, CD3D, LAT, IL12RB1, IL12B, IL2RG, STAT1, JAK3, CD4, HLA-DMB, ZAP70, HLA-DOA, TBX21, HLA-DMA, JAK2, HLA-DRA, HLA-DPA1, HLA-DQA1, CD247, HLA-DPB1, GATA3, HLA-DQA2, PRKCQ, IL2RA, STAT4, HLA-DOB, NFATC3, RBPJ, MAPK13, HLA-DRB1, IL2, TYK2, NOTCH2, STAT5A, IKBKB"
"hsa04727","GABAergic synapse",69,-0.528714783831427,-1.57491371361463,0.00137284623319226,0.00213973487933328,0.00488520939030325,2360,"tags=28%, list=13%, signal=24%","10991/2791/55970/5334/776/2564/111/54407/2770/112/108/196883/9568/55879/6529/775/107/2563/779","SLC38A3, GNG11, GNG12, PLCL1, CACNA1D, GABRE, ADCY5, SLC38A2, GNAI1, ADCY6, ADCY2, ADCY4, GABBR2, GABRQ, SLC6A1, CACNA1C, ADCY1, GABRD, CACNA1S"
"hsa04926","Relaxin signaling pathway",118,-0.480722973024362,-1.52550298143789,0.00139014599009782,0.00214988011013229,0.00488520939030325,2785,"tags=27%, list=15%, signal=23%","468/9586/1286/4790/2791/55970/1906/5332/1285/10000/4846/111/2770/112/5602/108/1278/196883/25759/4843/1281/4312/7424/90993/8503/59/1277/1910/59350/1284/107/1282","ATF4, CREB5, COL4A4, NFKB1, GNG11, GNG12, EDN1, PLCB4, COL4A3, AKT3, NOS3, ADCY5, GNAI1, ADCY6, MAPK10, ADCY2, COL1A2, ADCY4, SHC2, NOS2, COL3A1, MMP1, VEGFC, CREB3L1, PIK3R3, ACTA2, COL1A1, EDNRB, RXFP1, COL4A2, ADCY1, COL4A1"
"hsa05226","Gastric cancer",125,-0.460918536092158,-1.46482228777447,0.00172327943918038,0.00254187941956462,0.00596414096175665,4601,"tags=37%, list=25%, signal=28%","10912/8321/1956/7481/8326/2549/7048/2250/1950/1499/4616/4041/6464/53358/29119/2064/1026/8323/7483/6469/595/1647/2247/7473/7482/7042/999/8817/8822/8325/10000/4040/4609/3728/8313/8322/7043/1030/25759/8324/2246/5915/8503/11211/54361/83439","GADD45G, FZD1, EGFR, WNT11, FZD9, GAB1, TGFBR2, FGF5, EGF, CTNNB1, GADD45B, LRP5, SHC1, SHC3, CTNNA3, ERBB2, CDKN1A, FZD6, WNT9A, SHH, CCND1, GADD45A, FGF2, WNT3, WNT2B, TGFB2, CDH1, FGF18, FGF17, FZD8, AKT3, LRP6, MYC, JUP, AXIN2, FZD4, TGFB3, CDKN2B, SHC2, FZD7, FGF1, RARB, PIK3R3, FZD10, WNT4, TCF7L1"
"hsa04061","Viral protein interaction with cytokine and cytokine receptor",93,0.386198648976982,1.56921426777708,0.0020116461547782,0.00287231996693431,0.00685824376412991,2235,"tags=39%, list=12%, signal=34%","6346/2829/6366/1524/2833/1230/1232/729230/6352/1237/1234/4283/6357/3577/3579/3560/6846/6375/1436/3561/3627/6362/6363/6373/4049/3587/6369/3559/6368/8807/6387/6374/3606/10563/6355/1233","CCL1, XCR1, CCL21, CX3CR1, CXCR3, CCR1, CCR3, CCR2, CCL5, CCR8, CCR5, CXCL9, CCL13, CXCR1, CXCR2, IL2RB, XCL2, XCL1, CSF1R, IL2RG, CXCL10, CCL18, CCL19, CXCL11, LTA, IL10RA, CCL24, IL2RA, CCL23, IL18RAP, CXCL12, CXCL5, IL18, CXCL13, CCL8, CCR4"
"hsa05321","Inflammatory bowel disease",59,0.435580562056969,1.58201695703697,0.00264653555915328,0.00350790798170789,0.00889006526836319,2682,"tags=47%, list=15%, signal=41%","59067/3458/50943/7100/3594/3593/3561/6772/3109/3111/30009/3108/3122/3113/3117/3115/7099/2625/3118/7097/8807/64127/3606/6775/3112/50615/3123/3558","IL21, IFNG, FOXP3, TLR5, IL12RB1, IL12B, IL2RG, STAT1, HLA-DMB, HLA-DOA, TBX21, HLA-DMA, HLA-DRA, HLA-DPA1, HLA-DQA1, HLA-DPB1, TLR4, GATA3, HLA-DQA2, TLR2, IL18RAP, NOD2, IL18, STAT4, HLA-DOB, IL21R, HLA-DRB1, IL2"
"hsa05169","Epstein-Barr virus infection",184,0.31304007360103,1.35567169622394,0.00276923495350769,0.00363963995292638,0.0091674139574549,3277,"tags=30%, list=18%, signal=25%","1870/3683/1380/5293/917/916/915/4939/6850/4940/695/6772/3718/3456/3109/9641/3627/3111/890/930/3108/3122/3113/29760/3117/919/2208/3115/3118/4615/10379/4067/7097/4938/841/3112/3516/1871/5603/6773/51135/5336/7188/3123/317/7297/6891/23118/9612/3551/1027/578/5608/4193/207","E2F2, ITGAL, CR2, PIK3CD, CD3G, CD3E, CD3D, OAS2, SYK, OAS3, BTK, STAT1, JAK3, IFNB1, HLA-DMB, IKBKE, CXCL10, HLA-DOA, CCNA2, CD19, HLA-DMA, HLA-DRA, HLA-DPA1, BLNK, HLA-DQA1, CD247, FCER2, HLA-DPB1, HLA-DQA2, MYD88, IRF9, LYN, TLR2, OAS1, CASP8, HLA-DOB, RBPJ, E2F3, MAPK13, STAT2, IRAK4, PLCG2, TRAF5, HLA-DRB1, APAF1, TYK2, TAP2, TAB2, NCOR2, IKBKB, CDKN1B, BAK1, MAP2K6, MDM2, AKT1"
"hsa04014","Ras signaling pathway",207,-0.427171620226934,-1.39664244264372,0.00307682645390233,0.00397329151446027,0.0100401705337866,2663,"tags=23%, list=14%, signal=20%","3815/4790/3480/22800/51378/2247/5319/2791/9462/55970/283748/2904/2261/2264/64600/627/8817/8822/10000/5155/5602/4908/4804/51196/2260/25759/1969/5924/4254/2246/27/1942/7424/5154/8503/284/4803/3643/5322/3481/7010/80310/5159/285/9771/2324/2321/3791","KIT, NFKB1, IGF1R, RRAS2, ANGPT4, FGF2, PLA2G1B, GNG11, RASAL2, GNG12, PLA2G4D, GRIN2B, FGFR3, FGFR4, PLA2G2F, BDNF, FGF18, FGF17, AKT3, PDGFB, MAPK10, NTF3, NGFR, PLCE1, FGFR1, SHC2, EPHA2, RASGRF2, KITLG, FGF1, ABL2, EFNA1, VEGFC, PDGFA, PIK3R3, ANGPT1, NGF, INSR, PLA2G5, IGF2, TEK, PDGFD, PDGFRB, ANGPT2, RAPGEF5, FLT4, FLT1, KDR"
"hsa04950","Maturity onset diabetes of the young",18,-0.69726884144209,-1.65614792037509,0.00329698377980409,0.00419969375396623,0.0106070493731281,1797,"tags=39%, list=10%, signal=35%","3110/2494/4825/3280/2645/3171/389692","MNX1, NR5A2, NKX6-1, HES1, GCK, FOXA3, MAFA"
"hsa04940","Type I diabetes mellitus",39,0.485007294907951,1.7104111247498,0.00385057568714295,0.00478308942982671,0.0122160076624272,2682,"tags=51%, list=15%, signal=44%","3458/3002/5798/5551/3593/356/3109/4049/3111/942/3108/3122/3113/3117/3115/3118/941/3112/3123/3558","IFNG, GZMB, PTPRN, PRF1, IL12B, FASLG, HLA-DMB, LTA, HLA-DOA, CD86, HLA-DMA, HLA-DRA, HLA-DPA1, HLA-DQA1, HLA-DPB1, HLA-DQA2, CD80, HLA-DOB, HLA-DRB1, IL2"
"hsa04923","Regulation of lipolysis in adipocytes",47,-0.562801210288288,-1.59091189335347,0.0043380269001605,0.00525878153125582,0.0135739269983393,2018,"tags=34%, list=11%, signal=30%","63924/364/10000/2167/111/2770/112/108/5733/196883/4881/4886/8503/3643/5592/107","CIDEC, AQP7, AKT3, FABP4, ADCY5, GNAI1, ADCY6, ADCY2, PTGER3, ADCY4, NPR1, NPY1R, PIK3R3, INSR, PRKG1, ADCY1"
"hsa04930","Type II diabetes mellitus",41,-0.558105239620917,-1.5376533524836,0.00520877834399948,0.00607330586997449,0.016078305841364,2949,"tags=34%, list=16%, signal=29%","7124/3767/9021/776/6517/8913/5602/6833/8835/8503/3643/2645/775/389692","TNF, KCNJ11, SOCS3, CACNA1D, SLC2A4, CACNA1G, MAPK10, ABCC8, SOCS2, PIK3R3, INSR, GCK, CACNA1C, MAFA"
"hsa05204","Chemical carcinogenesis - DNA adducts",54,-0.537223405517757,-1.55941879247823,0.00587877555085065,0.00672612349262636,0.0179044813268013,4798,"tags=54%, list=26%, signal=40%","653689/4259/2953/79799/2939/2946/119391/1571/54490/10720/2949/4257/10/374875/64816/7364/7365/1558/2944/2941/1646/1551/2947/1543/1576/1577/2938/2940/1559","GSTT2B, MGST3, GSTT2, UGT2A3, GSTA2, GSTM2, GSTO2, CYP2E1, UGT2B28, UGT2B11, GSTM5, MGST1, NAT2, HSD11B1L, CYP3A43, UGT2B7, UGT2B10, CYP2C8, GSTM1, GSTA4, AKR1C2, CYP3A7, GSTM3, CYP1A1, CYP3A4, CYP3A5, GSTA1, GSTA3, CYP2C9"
"hsa00982","Drug metabolism - cytochrome P450",56,-0.545460565774123,-1.5964181653181,0.00630744428132671,0.00711232681802891,0.0187110787292945,4798,"tags=54%, list=26%, signal=40%","653689/4259/2953/79799/2939/2946/119391/4128/2326/1571/218/54490/126/10720/2949/4257/7364/7365/2327/1558/2944/2941/2947/4129/1576/1577/2938/2940/2328/1559","GSTT2B, MGST3, GSTT2, UGT2A3, GSTA2, GSTM2, GSTO2, MAOA, FMO1, CYP2E1, ALDH3A1, UGT2B28, ADH1C, UGT2B11, GSTM5, MGST1, UGT2B7, UGT2B10, FMO2, CYP2C8, GSTM1, GSTA4, GSTM3, MAOB, CYP3A4, CYP3A5, GSTA1, GSTA3, FMO3, CYP2C9"
"hsa04371","Apelin signaling pathway",127,-0.460321132928522,-1.46156820164475,0.00626789599026414,0.00707909474784656,0.0187110787292945,3047,"tags=27%, list=16%, signal=23%","6237/10891/8862/55811/595/1958/22800/6263/6543/2791/55970/8877/84557/5332/999/10000/4846/111/5054/2770/112/108/182/196883/4638/4843/5327/4635/59/187/185/4634/4854/107","RRAS, PPARGC1A, APLN, ADCY10, CCND1, EGR1, RRAS2, RYR3, SLC8A2, GNG11, GNG12, SPHK1, MAP1LC3A, PLCB4, CDH1, AKT3, NOS3, ADCY5, SERPINE1, GNAI1, ADCY6, ADCY2, JAG1, ADCY4, MYLK, NOS2, PLAT, MYL4, ACTA2, APLNR, AGTR1, MYL3, NOTCH3, ADCY1"
"hsa04915","Estrogen signaling pathway",117,-0.462827625868546,-1.46719470727516,0.00639019660571135,0.00717110721327831,0.0187135312205042,1874,"tags=24%, list=10%, signal=22%","5332/3326/3883/10000/3875/4846/111/5241/2770/112/2288/108/3861/196883/3306/3310/25759/3320/9568/90993/8503/3884/3305/54474/3880/3304/3303/107","PLCB4, HSP90AB1, KRT33A, AKT3, KRT18, NOS3, ADCY5, PGR, GNAI1, ADCY6, FKBP4, ADCY2, KRT14, ADCY4, HSPA2, HSPA6, SHC2, HSP90AA1, GABBR2, CREB3L1, PIK3R3, KRT33B, HSPA1L, KRT20, KRT19, HSPA1B, HSPA1A, ADCY1"
"hsa04976","Bile secretion",71,-0.500318175741998,-1.49232451373605,0.00694243858023401,0.00763518562838439,0.0200734066876853,3913,"tags=39%, list=21%, signal=31%","1244/6344/6513/54490/10720/481/123264/10257/9971/7364/7365/486/6523/477/111/112/108/1576/196883/6550/760/3949/9429/8431/482/358/107/3781","ABCC2, SCTR, SLC2A1, UGT2B28, UGT2B11, ATP1B1, SLC51B, ABCC4, NR1H4, UGT2B7, UGT2B10, FXYD2, SLC5A1, ATP1A2, ADCY5, ADCY6, ADCY2, CYP3A4, ADCY4, SLC9A3, CA2, LDLR, ABCG2, NR0B2, ATP1B2, AQP1, ADCY1, KCNN2"
"hsa05205","Proteoglycans in cancer",190,-0.417183640591075,-1.35574911895653,0.00758850267496841,0.00818882201100662,0.021667172111423,3733,"tags=35%, list=20%, signal=28%","6300/5500/8321/1956/7481/287/3685/8326/2549/2317/288/7291/7430/1499/3688/5600/4060/2064/1026/3678/8323/6237/7483/3673/7124/9475/23365/6385/2817/3316/6469/595/3480/22800/2247/2065/7473/7482/2017/6608/7042/3549/5747/2719/8325/10000/4609/3690/1278/858/51196/3236/8322/857/2260/8324/60495/816/2318/8503/11211/54361/1277/3481/7078/3339/3791","MAPK12, PPP1CB, FZD1, EGFR, WNT11, ANK2, ITGAV, FZD9, GAB1, FLNB, ANK3, TWIST1, EZR, CTNNB1, ITGB1, MAPK11, LUM, ERBB2, CDKN1A, ITGA5, FZD6, RRAS, WNT9A, ITGA2, TNF, ROCK2, ARHGEF12, SDC4, GPC1, HSPB2, SHH, CCND1, IGF1R, RRAS2, FGF2, ERBB3, WNT3, WNT2B, CTTN, SMO, TGFB2, IHH, PTK2, GPC3, FZD8, AKT3, MYC, ITGB3, COL1A2, CAV2, PLCE1, HOXD10, FZD4, CAV1, FGFR1, FZD7, HPSE2, CAMK2B, FLNC, PIK3R3, FZD10, WNT4, COL1A1, IGF2, TIMP3, HSPG2, KDR"
"hsa04213","Longevity regulating pathway - multiple species",58,-0.523153882527109,-1.53868551891445,0.00802577946564655,0.00849752837169058,0.0226328023917518,1598,"tags=28%, list=9%, signal=25%","3480/3312/10000/111/1410/112/108/196883/3306/3310/8503/3643/3305/3304/3303/107","IGF1R, HSPA8, AKT3, ADCY5, CRYAB, ADCY6, ADCY2, ADCY4, HSPA2, HSPA6, PIK3R3, INSR, HSPA1L, HSPA1B, HSPA1A, ADCY1"
"hsa04935","Growth hormone synthesis, secretion and action",109,-0.456298492021019,-1.43205135553017,0.009968633706935,0.0101052888587617,0.0277688512760577,2785,"tags=33%, list=15%, signal=28%","5606/23236/6464/53358/1398/5600/468/9586/55811/6751/9021/2767/2690/3486/3483/776/5332/5747/112609/10000/111/2770/112/5602/108/9564/196883/25759/8835/90993/8503/6752/6750/775/107/779","MAP2K3, PLCB1, SHC1, SHC3, CRK, MAPK11, ATF4, CREB5, ADCY10, SSTR1, SOCS3, GNA11, GHR, IGFBP3, IGFALS, CACNA1D, PLCB4, PTK2, MRAP2, AKT3, ADCY5, GNAI1, ADCY6, MAPK10, ADCY2, BCAR1, ADCY4, SHC2, SOCS2, CREB3L1, PIK3R3, SSTR2, SST, CACNA1C, ADCY1, CACNA1S"
"hsa05207","Chemical carcinogenesis - receptor activation",173,-0.421721640095479,-1.3628412524422,0.0101935684972602,0.0102811481833202,0.0280533210387503,4798,"tags=38%, list=26%, signal=28%","653689/114/4259/778/2953/79799/1956/2939/2946/773/3725/119391/367/2250/1950/1141/572/54490/10720/79852/2949/4257/54852/468/9586/7364/2053/4790/7365/595/2247/2944/8600/2941/1143/776/3326/8817/2947/8822/10000/111/5241/2770/112/1543/6196/108/1576/4609/2938/182/407021/196883/253152/2940/28514/3320/90993/8503/688/775/107/54567/779","GSTT2B, ADCY8, MGST3, CACNA1F, GSTT2, UGT2A3, EGFR, GSTA2, GSTM2, CACNA1A, JUN, GSTO2, AR, FGF5, EGF, CHRNB2, BAD, UGT2B28, UGT2B11, EPHX3, GSTM5, MGST1, PAQR5, ATF4, CREB5, UGT2B7, EPHX2, NFKB1, UGT2B10, CCND1, FGF2, GSTM1, TNFSF11, GSTA4, CHRNB4, CACNA1D, HSP90AB1, FGF18, GSTM3, FGF17, AKT3, ADCY5, PGR, GNAI1, ADCY6, CYP1A1, RPS6KA2, ADCY2, CYP3A4, MYC, GSTA1, JAG1, MIR29A, ADCY4, EPHX4, GSTA3, DLL1, HSP90AA1, CREB3L1, PIK3R3, KLF5, CACNA1C, ADCY1, DLL4, CACNA1S"
